_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
ES;SANT O. TERESA;municipio;876.0;59.0;29.0;44.0;30.0;baixa
ES;VERTENTE ORIENTAL DO CAPARAO;municipio;3728.0;228.0;73.0;246.0;99.0;baixa
ES;CASTELO;municipio;907.0;64.0;21.0;64.0;17.0;baixa
ES;CONCEIÇÃO DO CASTELO;municipio;421.0;26.0;;22.0;16.0;baixa
ES;IBATIBA;municipio;345.0;;;21.0;;baixa
ES;MUNIZ FREIRE;municipio;1324.0;94.0;30.0;99.0;51.0;baixa
ES;CACHOEIRO DE ITAPEMIRIM;municipio;11443.0;987.0;263.0;568.0;334.0;baixa
ES;ALEGRE;municipio;598.0;218.0;60.0;163.0;90.0;baixa
ES;APIACA;municipio;443.0;36.0;20.0;34.0;29.0;baixa
ES;ATILIO VIVACQUA;municipio;648.0;52.0;12.0;36.0;11.0;baixa
ES;BOM JESUS DO NORTE;municipio;152.0;17.0;;;;baixa
ES;CACHOEIRO DE ITAPEMIRIM;municipio;2635.0;190.0;56.0;86.0;43.0;baixa
ES;DIVINO DE SÃO LOURENÇO;municipio;351.0;16.0;;36.0;;baixa
ES;DORES DO RIO PRETO;municipio;293.0;22.0;;25.0;10.0;baixa
ES;GUAÇUI;municipio;557.0;35.0;11.0;20.0;;baixa
ES;JERONIMO MONTEIRO;municipio;705.0;51.0;15.0;10.0;18.0;baixa
GO;TOTAIS;total;460586.0;48090.0;14415.0;20367.0;13739.0;alta
GO;NORDESTE GOIANO;microrregiao;53231.0;5752.0;589.0;2103.0;1240.0;alta
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;17700.0;917.0;518.0;621.0;446.0;alta
GO;CRIXAS;municipio;4151.0;316.0;138.0;265.0;134.0;alta
GO;MOZARLANDIA;municipio;2063.0;238.0;73.0;63.0;35.0;alta
GO;MUNDO NOVO;municipio;1388.0;120.0;39.0;45.0;33.0;alta
GO;NOVA CRIXAS . s;municipio;5235.0;687.0;174.0;121.0;116.0;alta
GO;SÃO MIGUEL DO ARAGUAIA;municipio;4863.0;556.0;94.0;127.0;128.0;alta
GO;RIO VERMELHO;microrregiao;24009.0;2523.0;597.0;930.0;453.0;alta
GO;ARAGUAPAZ;municipio;2099.0;266.0;60.0;88.0;15.0;alta
GO;ARUANÃ;municipio;2410.0;203.0;76.0;101.0;82.0;alta
GO;BRITANIA;municipio;578.0;37.0;;;;alta
GO;GOIAS;municipio;9069.0;897.0;223.0;362.0;227.0;alta
GO;ITAPIRAPUÃ;municipio;4210.0;568.0;140.0;247.0;86.0;alta
GO;JUSSARA;municipio;5643.0;552.0;91.0;125.0;37.0;alta
GO;ARAGARÇAS;microrregiao;11522.0;13112.0;474.0;552.0;341.0;alta
GO;ARAGARÇAS;municipio;331.0;47.0;10.0;;;alta
GO;ARENOPOL IS;municipio;2100.0;276.0;93.0;123.0;85.0;alta
GO;BALIZA;municipio;797.0;74.0;32.0;12.0;25.0;alta
GO;BOM JARDIM DE GOIAS;municipio;1401.0;128.0;55.0;99.0;31.0;alta
GO;DIORAMA;municipio;1230.0;105.0;34.0;92.0;42.0;alta
GO;MONTES CLAROS DE GOIAS;municipio;3151.0;389.0;130.0;141.0;56.0;alta
GO;PIRANHAS;municipio;2512.0;293.0;120.0;77.0;102.0;alta
GO;NORTE GOIANO;microrregiao;56072.0;6258.0;3307.0;3187.0;2750.0;alta
GO;PORANGATU;municipio;41228.0;4168.0;1689.0;2045.0;2002.0;alta
GO;CAMPINAÇU;municipio;2823.0;392.0;159.0;255.0;232.0;alta
GO;CAMP I NORTE;municipio;1186.0;125.0;76.0;102.0;45.0;alta
GO;FORMOSO;municipio;3355.0;352.0;155.0;329.0;156.0;alta
GO;MARA ROSA;municipio;6654.0;509.0;86.0;149.0;504.0;alta
GO;MI NAÇU;municipio;2635.0;222.0;116.0;116.0;136.0;alta
GO;MUTUNOPOLIS;municipio;1462.0;149.0;54.0;37.0;31.0;alta
GO;NIQUELANDIA;municipio;10493.0;1298.0;674.0;571.0;549.0;alta
GO;PORANGATU;municipio;5333.0;467.0;146.0;139.0;101.0;alta
GO;SANTA TEREZA DE GOIAS;municipio;744.0;74.0;24.0;50.0;26.0;alta
GO;SANTA TEREZINHA DE GOIAS;municipio;2677.0;306.0;48.0;96.0;76.0;alta
GO;URUAÇU;municipio;3468.0;247.0;136.0;167.0;133.0;alta
GO;CHAPADA DOS VEADEIROS;municipio;14844.0;2090.0;1618.0;1142.0;748.0;alta
GO;ALTO PARAISO DE GOIAS;municipio;1140.0;169.0;80.0;57.0;50.0;alta
GO;CAMPOS BELOS;municipio;1789.0;274.0;131.0;99.0;;alta
GO;CAVALCANTE;municipio;3833.0;433.0;632.0;450.0;208.0;alta
GO;MONTE ALEGRE DE GOIAS;municipio;2368.0;330.0;277.0;140.0;124.0;alta
GO;NOVA ROMA;municipio;1467.0;218.0;184.0;96.0;53.0;alta
GO;SÂO .IOÂO D' ALIANÇA;municipio;4247.0;666.0;314.0;300.0;242.0;alta
GO;CENTRO GOIANO;microrregiao;107606.0;9906.0;2633.0;6157.0;3392.0;alta
GO;CERES;municipio;33457.0;2780.0;820.0;2242.0;1095.0;alta
GO;BARRO ALTO;municipio;2934.0;285.0;62.0;109.0;33.0;alta
GO;CARMO DO RIO VERDE;municipio;2030.0;135.0;66.0;143.0;48.0;alta
GO;ANAPOLIS;municipio;2871.0;257.0;54.0;84.0;50.0;alta
GO;ARAÇU;municipio;1181.0;128.0;30.0;48.0;61.0;alta
GO;BRAZABRANTES;municipio;489.0;28.0;13.0;18.0;11.0;alta
GO;CATURAI;municipio;817.0;88.0;23.0;32.0;;alta
GO;DAMOLANDIA;municipio;464.0;55.0;23.0;49.0;14.0;alta
GO;HEI TORAI;municipio;603.0;79.0;25.0;22.0;12.0;alta
GO;INHUMAS;municipio;2717.0;196.0;45.0;178.0;97.0;alta
GO;ITABERAI;municipio;3476.0;255.0;12.0;130.0;80.0;alta
GO;ITAGUARU;municipio;1163.0;2.0;109.0;32.0;;alta
GO;ITAUÇU;municipio;1737.0;199.0;96.0;;;alta
GO;JARAGUA;municipio;4996.0;360.0;96.0;253.0;;alta
GO;NOVA VENEZA;municipio;457.0;60.0;18.0;17.0;17.0;alta
GO;OURO VERDE DE GOIAS;municipio;692.0;70.0;;15.0;16.0;alta
GO;PETROLINA DE GOIAS;municipio;1828.0;140.0;37.0;145.0;51.0;alta
GO;SANTA ROSA DE GOIAS;municipio;616.0;19.0;;13.0;;alta
GO;SÃO FRANCISCO DE GOIAS;municipio;1385.0;105.0;42.0;76.0;46.0;alta
GO;TAQUARAL DE GOIAS;municipio;1415.0;86.0;32.0;75.0;52.0;alta
GO;lPORA;microrregiao;13379.0;1481.0;405.0;518.0;417.0;alta
GO;AMORINOPOLIS;municipio;781.0;72.0;30.0;31.0;23.0;alta
GO;CACHOEIRA DE GOIAS;municipio;417.0;11.0;;;;alta
GO;CORREGO;municipio;1280.0;128.0;26.0;49.0;65.0;alta
GO;FAZENDA NOVA;municipio;2839.0;317.0;90.0;80.0;72.0;alta
GO;IPORA;municipio;2118.0;246.0;103.0;136.0;100.0;alta
GO;ISRAELANDIA;municipio;965.0;94.0;20.0;61.0;11.0;alta
GO;IVOLANDIA;municipio;1643.0;212.0;51.0;78.0;53.0;alta
GO;JAUPACI;municipio;804.0;126.0;32.0;19.0;17.0;alta
GO;MOIPORA;municipio;842.0;104.0;20.0;22.0;40.0;alta
GO;NOVO BRASIL;municipio;1690.0;171.0;31.0;42.0;27.0;alta
GO;AMERICANO DO BRASIL;municipio;446.0;35.0;;39.0;15.0;alta
GO;ANICUNS;municipio;3445.0;334.0;66.0;348.0;145.0;alta
GO;AURILANDIA;municipio;1256.0;120.0;21.0;32.0;22.0;alta
GO;AVELINOPOLIS;municipio;538.0;54.0;13.0;42.0;16.0;alta
GO;FIRMINOPOLIS;municipio;1466.0;101.0;32.0;40.0;25.0;alta
GO;MOSSAMEDES;municipio;3102.0;285.0;77.0;184.0;124.0;alta
GO;NAZARIO;municipio;570.0;52.0;13.0;35.0;10.0;alta
GO;SANCLERLANDIA;municipio;1505.0;184.0;40.0;108.0;62.0;alta
GO;SANTA BARBARA DE GOIAS;municipio;563.0;60.0;10.0;28.0;10.0;alta
GO;TURVANIA;municipio;1158.0;136.0;40.0;42.0;28.0;alta
GO;BELA VISTA OE GOIAS;municipio;3458.0;224.0;53.0;217.0;157.0;alta
GO;LESTE GOIANO;microrregiao;75183.0;9282.0;2747.0;3824.0;2848.0;alta
GO;VÃO DO PARANÂ;microrregiao;21655.0;3039.0;746.0;1065.0;768.0;alta
GO;ALVORADA;municipio;1435.0;180.0;67.0;60.0;92.0;alta
GO;DAMIANOPOLIS;municipio;1086.0;126.0;25.0;128.0;47.0;alta
GO;FLORES DE GOIAS;municipio;3573.0;593.0;128.0;121.0;45.0;alta
GO;GALHEIROS;municipio;1873.0;276.0;40.0;14.0;55.0;alta
GO;GUARANI DE GO IAS;municipio;1581.0;169.0;56.0;84.0;97.0;alta
GO;IACIARA;municipio;2035.0;445.0;65.0;31.0;31.0;alta
GO;MAMBAI;municipio;926.0;79.0;24.0;107.0;47.0;alta
GO;POSSE;municipio;3877.0;554.0;180.0;187.0;180.0;alta
GO;SÃO DOMINGOS;municipio;3786.0;476.0;103.0;212.0;114.0;alta
GO;SITIO D ABADIA;municipio;1483.0;141.0;58.0;121.0;60.0;alta
GO;ENTORNO DE BRASILIA;microrregiao;53528.0;6243.0;2001.0;2759.0;2080.0;alta
GO;ABADIANIA;municipio;2409.0;235.0;64.0;144.0;57.0;alta
GO;ALEXANIA;municipio;2005.0;90.0;30.0;59.0;26.0;alta
GO;CABECEIRAS;municipio;1726.0;234.0;92.0;80.0;67.0;alta
GO;CORUMBA DE GOIAS;municipio;6241.0;695.0;256.0;465.0;285.0;alta
GO;CRISTALINA;municipio;4094.0;536.0;184.0;271.0;212.0;alta
GO;FORMOSA;municipio;7133.0;935.0;252.0;222.0;205.0;alta
GO;LUZIANIA;municipio;7814.0;839.0;297.0;367.0;404.0;alta
GO;PADRE BERNARDO;municipio;5999.0;666.0;261.0;326.0;183.0;alta
GO;PIRENOPOLIS;municipio;8562.0;1072.0;262.0;448.0;396.0;alta
GO;PLANALTINA;municipio;5225.0;752.0;231.0;226.0;128.0;alta
GO;S ANTO ANTONIO DO DESCOBERTO;municipio;2320.0;189.0;72.0;151.0;117.0;alta
GO;SUL GOIANO;microrregiao;168494.0;16892.0;4139.0;5096.0;3509.0;alta
GO;SUDOESTE DE GOIAS;municipio;48126.0;4998.0;1321.0;1236.0;837.0;alta
GO;APORE;municipio;2477.0;418.0;77.0;79.0;72.0;alta
GO;CAIAPONIA;municipio;8860.0;819.0;287.0;170.0;175.0;alta
GO;DOVERLANOIA;municipio;2991.0;411.0;152.0;92.0;53.0;alta
GO;JATAI;municipio;9337.0;1011.0;149.0;242.0;77.0;alta
GO;MAURI LANDIA;municipio;998.0;104.0;11.0;12.0;;alta
GO;MINEIROS;municipio;5558.0;584.0;333.0;104.0;99.0;alta
GO;PORTELANDIA;municipio;610.0;61.0;;44.0;41.0;alta
GO;RIO VERDE;municipio;11325.0;945.0;156.0;153.0;114.0;alta
GO;SANTA HELENA DE GOIAS;municipio;1886.0;209.0;18.0;122.0;151.0;alta
GO;SANTA RITA DO ARAGUAIA;municipio;1093.0;121.0;29.0;18.0;13.0;alta
GO;SERRANOPOL IS;municipio;2993.0;315.0;100.0;200.0;34.0;alta
GO;VALE DO RIO DOS BOIS;municipio;20987.0;2254.0;494.0;531.0;376.0;alta
GO;ACREUNA;municipio;3269.0;584.0;132.0;43.0;53.0;alta
GO;CAMPESTRE DE GOIAS;municipio;695.0;91.0;28.0;35.0;23.0;alta
GO;EDEIA;municipio;2936.0;265.0;48.0;54.0;17.0;alta
GO;INDIARA;municipio;2182.0;226.0;57.0;82.0;59.0;alta
GO;JANDAIA;municipio;1745.0;187.0;34.0;54.0;67.0;alta
GO;PALMEIRAS OE GOlAS;municipio;3790.0;341.0;61.0;135.0;75.0;alta
GO;PALMINOPOLIS;municipio;877.0;94.0;32.0;41.0;12.0;alta
GO;PARAUNA;municipio;4531.0;364.0;69.0;50.0;45.0;alta
GO;VARJÂO;municipio;962.0;102.0;33.0;37.0;25.0;alta
GO;MEIA PONTE;microrregiao;;34736.0;;3028.0;771.0;alta
GO;AGUA LIMPA;municipio;;870.0;;95.0;17.0;alta
GO;ALOANDIA;municipio;;406.0;;34.0;;alta
GO;BOM JESUS OE GOIAS;municipio;;2257.0;;211.0;52.0;alta
GO;BURITI ALEGRE;municipio;;1847.0;;122.0;24.0;alta
GO;CACHOEIRA DOURADA;municipio;;1092.0;;64.0;;alta
GO;CALDAS NOVAS;municipio;;2208.0;;190.0;59.0;alta
GO;GOIATUBA;municipio;;3135.0;;340.0;58.0;alta
GO;ITUMBIARA;municipio;;5071.0;;517.0;112.0;alta
GO;JOVIANIA;municipio;;980.0;;83.0;12.0;alta
GO;MAIRIPOTABA;municipio;;762.0;;66.0;45.0;alta
GO;MARZAGÂO;municipio;;302.0;;21.0;16.0;alta
GO;MORRINHOS;municipio;;5778.0;;461.0;133.0;alta
GO;PANAMA;municipio;;686.0;;16.0;;alta
GO;PONTALINA;municipio;;2660.0;;251.0;72.0;alta
GO;VICENTINOPOLIS;municipio;;1015.0;;128.0;14.0;alta
GO;PIRES DO RIO;microrregiao;;17943.0;;1593.0;437.0;alta
GO;CRISTIANOPOLIS;municipio;;442.0;;40.0;16.0;alta
GO;ORIZONA;municipio;;3893.0;;363.0;117.0;alta
GO;PALME LO;municipio;;127.0;;;;alta
GO;PIRES DO RIO;municipio;;1975.0;;160.0;40.0;alta
GO;SANTA CRUZ DE GOIAS;municipio;;1857.0;;205.0;41.0;alta
GO;SILVANIA;municipio;;6506.0;;534.0;149.0;alta
GO;URUTAI;municipio;;1330.0;;136.0;36.0;alta
GO;VIANOPOLIS;municipio;;1813.0;;153.0;37.0;alta
GO;CATALÃO;microrregiao;;21734.0;;2205.0;672.0;alta
GO;ANHANGUERA;municipio;;140.0;;14.0;;alta
GO;CAMPO ALEGRE DE GOIAS;municipio;;2430.0;;345.0;126.0;alta
GO;CAT ALÂO;municipio;;5316.0;;387.0;138.0;alta
GO;CORUMBA;municipio;;2719.0;;276.0;70.0;alta
GO;CUMARI;municipio;;1193.0;;127.0;28.0;alta
GO;DAVINOPOLIS;municipio;;1080.0;;109.0;37.0;alta
GO;GOIANOIRA;municipio;;1234.0;;148.0;52.0;alta
GO;IPAMERI;municipio;;5706.0;;629.0;168.0;alta
GO;NOVA AURORA;municipio;;513.0;;55.0;;alta
GO;OUVIDOR;municipio;;836.0;;72.0;35.0;alta
GO;TRES RANCHOS;municipio;;567.0;;43.0;;alta
GO;QUIRINOPOLIS;microrregiao;;24966.0;;2814.0;444.0;alta
GO;CACHOEIRA ALTA;municipio;;3173.0;;361.0;41.0;alta
GO;CAÇU;municipio;;3440.0;;404.0;55.0;alta
GO;ITAJA;municipio;;2979.0;;235.0;47.0;alta
GO;ITARUMÂ;municipio;;4634.0;;637.0;111.0;alta
GO;PARANAI GUARA;municipio;;1584.0;;185.0;20.0;alta
GO;QUIRINOPOLIS;municipio;;8472.0;;909.0;155.0;alta
GO;SÃO SIMÃO;municipio;;684.0;;83.0;15.0;alta
MG;TOTAIS;total;27532.0;91935.0;26549.0;53031.0;40631.0;media
MG;NORDESTE MINEIRO;mesorregiao;144099.0;16306.0;4222.0;6957.0;5380.0;media
MG;SANFRANCISCANA DE JANUARIA;microrregiao;43930.0;5024.0;79.0;1740.0;2040.0;media
MG;ITACARAMBI;municipio;3332.0;454.0;53.0;137.0;130.0;media
MG;JANUARIA;municipio;9639.0;979.0;240.0;459.0;307.0;media
MG;MANGA;municipio;9018.0;1089.0;139.0;153.0;197.0;media
MG;MONTALVANIA;municipio;3169.0;385.0;71.0;87.0;155.0;media
MG;SÃO FRANCISCO;municipio;18772.0;2117.0;576.0;904.0;1251.0;media
MG;SERRA GERAL DE MINAS;microrregiao;23366.0;2154.0;528.0;2148.0;972.0;media
MG;ESPINOSA;municipio;5092.0;417.0;112.0;488.0;171.0;media
MG;MATO VERDE;municipio;2160.0;158.0;41.0;135.0;46.0;media
MG;MONTE AZUL;municipio;5711.0;563.0;166.0;563.0;208.0;media
MG;PORTEIRINHA;municipio;8057.0;730.0;149.0;767.0;371.0;media
MG;RIACHO DOS MACHADOS;municipio;2346.0;286.0;60.0;195.0;176.0;media
MG;CHAPADÕES;microrregiao;64058.0;7498.0;2018.0;2715.0;2093.0;media
MG;ARINOS;municipio;5738.0;739.0;178.0;212.0;249.0;media
MG;BONFINOPOLIS DE MINAS;municipio;5060.0;609.0;228.0;507.0;332.0;media
MG;BURITIS;municipio;4555.0;614.0;92.0;105.0;95.0;media
MG;FORMOSO;municipio;2581.0;283.0;176.0;127.0;97.0;media
MG;GUARDA-MOR;municipio;1848.0;259.0;105.0;64.0;63.0;media
MG;JOÃO PINHEIRO;municipio;11324.0;1339.0;301.0;280.0;143.0;media
MG;LAGAMAR;municipio;2863.0;373.0;93.0;114.0;132.0;media
MG;PARACATU;municipio;8017.0;836.0;245.0;241.0;136.0;media
MG;PRESIDENTE OLEGARIO;municipio;6136.0;640.0;147.0;459.0;231.0;media
MG;VAZANTE;municipio;2775.0;346.0;95.0;91.0;95.0;media
MG;ALTO-MEDI O SÃO FRANCISCO;microrregiao;12745.0;1630.0;597.0;354.0;275.0;media
MG;BURITIZEIRO;municipio;4991.0;740.0;256.0;172.0;108.0;media
MG;PIRAPORA;municipio;633.0;77.0;23.0;15.0;;media
MG;SANTA FE OE MINAS;municipio;2074.0;268.0;62.0;49.0;54.0;media
MG;SÃO ROMÃO;municipio;5047.0;545.0;256.0;118.0;106.0;media
MG;NORDESTE MINEIRO;mesorregiao;275735.0;28835.0;9662.0;13479.0;12940.0;media
MG;ALTO RIO PARDO;microrregiao;21412.0;2209.0;754.0;322.0;1311.0;media
MG;AGUAS VERMELHAS;municipio;738.0;216.0;96.0;46.0;41.0;media
MG;RIO PARDO OE MINAS;municipio;4195.0;360.0;104.0;289.0;220.0;media
MG;RUBELITA;municipio;3534.0;367.0;119.0;248.0;220.0;media
MG;SALINAS;municipio;6982.0;755.0;271.0;471.0;509.0;media
MG;SÃO JOÃO DO PARAlSO;municipio;2828.0;222.0;68.0;211.0;185.0;media
MG;TAIOBEIRAS;municipio;2135.0;259.0;96.0;57.0;136.0;media
MG;MONTES CLAROS;microrregiao;71893.0;7335.0;1714.0;2623.0;2707.0;media
MG;BOCAIUVA;municipio;5923.0;612.0;91.0;239.0;143.0;media
MG;BRASILIA OE MINAS;municipio;6597.0;686.0;196.0;329.0;300.0;media
MG;CAPITÃO ENEAS;municipio;2619.0;299.0;51.0;21.0;86.0;media
MG;CLARO DOS POÇÕES;municipio;756.0;131.0;24.0;26.0;31.0;media
MG;CORAÇÃO DE .JESUS;municipio;8172.0;717.0;169.0;180.0;202.0;media
MG;ENGENHEIRO NAVARRO;municipio;1191.0;106.0;34.0;83.0;36.0;media
MG;FRANCISCO DUMONT;municipio;1192.0;66.0;18.0;80.0;;media
MG;FRANCISCO SA;municipio;6862.0;843.0;223.0;355.0;301.0;media
MG;(BIAI;municipio;1438.0;189.0;76.0;57.0;80.0;media
MG;.JANAUBA;municipio;5375.0;730.0;144.0;204.0;213.0;media
MG;ANDRE FERNANDES;municipio;;50.0;124.0;57.0;;media
MG;ARAÇUAI;municipio;;149.0;202.0;219.0;;media
MG;CARA(;municipio;;76.0;278.0;240.0;;media
MG;COMERCINHO;municipio;;71.0;102.0;84.0;;media
MG;CORONEL MURTA;municipio;;79.0;282.0;330.0;;media
MG;ITAOBIM;municipio;;50.0;42.0;52.0;;media
MG;ITINGA;municipio;;245.0;233.0;396.0;;media
MG;MEDINA;municipio;;97.0;110.0;114.0;;media
MG;NOVO CRUZEIRO;municipio;;147.0;671.0;421.0;;media
MG;PADRE PARAISO;municipio;;71.0;96.0;50.0;;media
MG;VIRGEM DA LAPA;municipio;;77.0;176.0;152.0;;media
MG;PASTORIL OE ALMENARA;microrregiao;;2701.0;1155.0;1115.0;;media
MG;ALMENARA;municipio;;378.0;172.0;55.0;;media
MG;BANDEIRA;municipio;;58.0;17.0;47.0;;media
MG;FELI SBURGO;municipio;;110.0;65.0;129.0;;media
MG;JACINTO;municipio;;290.0;142.0;38.0;;media
MG;JEQUITINHONHA;municipio;;298.0;183.0;333.0;;media
MG;JOAIMA;municipio;;103.0;108.0;66.0;;media
MG;JORDANIA;municipio;;94.0;;51.0;;media
MG;RIO DO PRADO;municipio;;439.0;135.0;79.0;;media
MG;RUBIM;municipio;;394.0;127.0;128.0;;media
MG;SALTO DA DIVISA;municipio;;47.0;20.0;8.0;;media
MG;SANTA MARIA DO SALTO;municipio;;99.0;37.0;19.0;;media
MG;SANTO ANTONIO DO JACINTO;municipio;;391.0;141.0;62.0;;media
MG;MINERADORA DE DIAMANTINA;microrregiao;29060.0;2028.0;1015.0;2883.0;;media
MG;BERILO;municipio;;50.0;267.0;229.0;;media
MG;CAPELINHA;municipio;;46.0;129.0;64.0;;media
MG;CARBONITA;municipio;;71.0;151.0;83.0;;media
MG;CHAPADA DO NORTE;municipio;;115.0;357.0;219.0;;media
MG;COUTO DE MAGALHÃES DE MINAS;municipio;;;;4.0;;media
MG;DATAS;municipio;;;;10.0;;media
MG;DIAMANTINA;municipio;;123.0;122.0;106.0;;media
MG;FELICIO DOS SANTOS;municipio;;46.0;111.0;105.0;;media
MG;FELISBERTO CALDEIRA;municipio;;23.0;32.0;19.0;;media
MG;FRANCISCO BADARO;municipio;;75.0;291.0;321.0;;media
MG;GOUVEA;municipio;;115.0;;;;media
MG;ITAMARANDIBA;municipio;;141.0;366.0;328.0;;media
MG;MINAS NOVAS;municipio;;35.0;209.0;243.0;;media
MG;PRESIDENTE KUBITSCHEK;municipio;;12.0;12.0;37.0;;media
MG;SENADOR MODESTINO GONÇALVES;municipio;;87.0;187.0;155.0;;media
MG;SERRO;municipio;;85.0;135.0;147.0;;media
MG;TURMALINA;municipio;;79.0;483.0;352.0;;media
MG;TEOFILO OTONI;microrregiao;;758.0;1148.0;821.0;;media
MG;FREI GASPAR;municipio;;60.0;40.0;41.0;;media
MG;ITAIE;municipio;;31.0;102.0;59.0;;media
MG;LADAINHA;municipio;;6.0;67.0;149.0;;media
MG;MALACACHET A;municipio;;144.0;554.0;209.0;;media
MG;PAVÃO;municipio;;81.0;99.0;74.0;;media
MG;POTE;municipio;;46.0;104.0;74.0;;media
MG;TEOFILO OTONI;municipio;;280.0;182.0;215.0;;media
MG;PASTORIL DE NANUQUE;microrregiao;;1189.0;1061.0;1486.0;;media
MG;AGUAS FORMOSAS;municipio;;223.0;104.0;123.0;;media
MG;ATALEIA;municipio;;169.0;269.0;286.0;;media
MG;BERTOPOLIS;municipio;;207.0;90.0;62.0;;media
MG;CARLOS CHAGAS;municipio;;289.0;174.0;429.0;;media
MG;FRONTEIRA DOS VALES;municipio;;16.0;80.0;;;media
MG;MACHACAL IS;municipio;;54.0;63.0;53.0;;media
MG;NANUQUE;municipio;;100.0;71.0;245.0;;media
MG;OURO VERDE OE MINAS;municipio;;53.0;90.0;68.0;;media
MG;SERRA DOS AI MORES;municipio;;22.0;28.0;19.0;;media
MG;UMBURAT I BA;municipio;;56.0;92.0;194.0;;media
MG;CENTRO-OESTE MINEIRO;mesorregiao;;2151.0;4130.0;3353.0;;media
MG;MEDI O RIO DAS VELHAS;microrregiao;;547.0;632.0;625.0;;media
MG;AUGUSTO DE LIMA;municipio;;31.0;63.0;65.0;;media
MG;BUENOPOLIS;municipio;;25.0;24.0;47.0;;media
MG;CORINTO;municipio;;78.0;43.0;3.0;;media
MG;CURVE LO;municipio;;117.0;162.0;165.0;;media
MG;INIMUTABA;municipio;;16.0;30.0;10.0;;media
MG;JOAQUIM FELICIO;municipio;;16.0;50.0;32.0;;media
MG;LASSANCE;municipio;;99.0;97.0;42.0;;media
MG;MONJOLOS;municipio;;21.0;;25.0;;media
MG;MORRO DA GARÇA;municipio;;10.0;41.0;21.0;;media
MG;PRESIDENTE JUSCELINO;municipio;;23.0;13.0;31.0;;media
MG;SANTO HIPOLITO;municipio;;41.0;37.0;49.0;;media
MG;VARZEA DA PALMA;municipio;;70.0;65.0;25.0;;media
MG;ALTO PARANAIBA;microrregiao;;532.0;953.0;672.0;;media
MG;ABADIA DOS DOURADOS;municipio;;46.0;97.0;54.0;;media
MG;CASCALHO RICO;municipio;;36.0;30.0;30.0;;media
MG;COROMANDEL;municipio;;168.0;282.0;172.0;;media
MG;DOURADOQUARA;municipio;;19.0;30.0;25.0;;media
MG;ESTRELA DO SUL;municipio;;48.0;75.0;63.0;;media
MG;GRUPIARA;municipio;;13.0;16.0;14.0;;media
MG;INDIANOPOLIS;municipio;;26.0;55.0;23.0;;media
MG;MONTE CARMELO;municipio;;41.0;135.0;84.0;;media
MG;PATROCINIO;municipio;;77.0;189.0;173.0;;media
MG;ROMARIA;municipio;;18.0;;;;media
MG;SERRA DO SALITRE;municipio;;30.0;26.0;17.0;;media
MG;MATA DA COROA;microrregiao;;498.0;1887.0;1496.0;;media
MG;ARAPUA;municipio;;;14.0;4.0;;media
MG;CARMO DO PARANAIBA;municipio;;51.0;453.0;412.0;;media
MG;GUIMARANIA;municipio;;;12.0;3.0;;media
MG;LAGOA FORMOSA;municipio;;36.0;224.0;110.0;;media
MG;MATUTINA;municipio;;;38.0;24.0;;media
MG;PATOS DE MINAS;municipio;;134.0;703.0;504.0;;media
MG;RIO PARANA(BA;municipio;;32.0;131.0;100.0;;media
MG;SÃO GONÇALO DO ABAETE;municipio;;120.0;159.0;213.0;;media
MG;TRIANGULO MINEIRO;mesorregiao;;1501.0;2556.0;2358.0;;media
MG;UBERLANOIA;microrregiao;;520.0;1096.0;786.0;;media
MG;ARAGUAR I;municipio;;60.0;140.0;51.0;;media
MG;CACHOEIRA DOURADA;municipio;;;;;;media
MG;CANAPOLIS;municipio;;32.0;84.0;20.0;;media
MG;CAPINOPOLIS;municipio;;18.0;21.0;10.0;;media
MG;CENTRAL I NA;municipio;;;;;;media
MG;GURINHATÃ;municipio;;57.0;130.0;61.0;;media
MG;IPIAÇU;municipio;;19.0;16.0;23.0;;media
MG;ITUIUTABA;municipio;;92.0;201.0;105.0;;media
MG;MONTE ALEGRE OE MINAS;municipio;;41.0;81.0;39.0;;media
MG;SANTA VITORIA;municipio;;34.0;74.0;83.0;;media
MG;TUPACIGUARA;municipio;;49.0;106.0;123.0;;media
MG;UBERLANDI A;municipio;;115.0;236.0;269.0;;media
MG;PONTAL DO TRIANGULO MINEIRO;microrregiao;;697.0;1084.0;688.0;;media
MG;CAMPINA VERDE;municipio;;109.0;223.0;99.0;;media
MG;COMENDADOR GOMES;municipio;;51.0;67.0;30.0;;media
MG;FRONTEIRA;municipio;;11.0;27.0;;;media
MG;FRUTAL;municipio;;72.0;115.0;83.0;;media
MG;ITAPAGIPE;municipio;;106.0;208.0;110.0;;media
MG;ITURAMA;municipio;;143.0;164.0;155.0;;media
MG;PIRAJUBA;municipio;;;;;;media
MG;PLANURA;municipio;;;;;;media
MG;PRATA;municipio;;152.0;191.0;156.0;;media
MG;SÃO FRANCISCO DE SALES;municipio;;42.0;84.0;36.0;;media
MG;UBERABA;microrregiao;;284.0;376.0;884.0;;media
MG;AGUA COMPRIDA;municipio;;;;;;media
MG;CAMPO FLORIDO;municipio;;40.0;125.0;44.0;;media
MG;CONCEIÇÃO DAS ALAGOAS;municipio;;33.0;28.0;66.0;;media
MG;CONQUISTA;municipio;;31.0;22.0;73.0;;media
MG;UBERABA B;municipio;;122.0;129.0;506.0;;media
